termin,wochentag,art,zone,dayofweek
2021-07-05,Mo,Kehrichtabfuhr,C,1
2021-07-22,Do,Kehrichtabfuhr,C,4
2021-07-29,Do,Kehrichtabfuhr,C,4
2021-08-02,Mo,Kehrichtabfuhr,C,1
2021-08-05,Do,Kehrichtabfuhr,C,4
2021-08-12,Do,Kehrichtabfuhr,C,4
2021-08-23,Mo,Kehrichtabfuhr,C,1
2021-09-02,Do,Kehrichtabfuhr,C,4
2021-09-06,Mo,Kehrichtabfuhr,C,1
2021-09-09,Do,Kehrichtabfuhr,C,4
2021-09-13,Mo,Kehrichtabfuhr,C,1
2021-09-16,Do,Kehrichtabfuhr,C,4
2021-09-20,Mo,Kehrichtabfuhr,C,1
2021-10-07,Do,Kehrichtabfuhr,C,4
2021-10-18,Mo,Kehrichtabfuhr,C,1
2021-10-28,Do,Kehrichtabfuhr,C,4
2021-11-01,Mo,Kehrichtabfuhr,C,1
2021-11-18,Do,Kehrichtabfuhr,C,4
2021-12-30,Do,Kehrichtabfuhr,C,4
2021-01-29,Fr,Kehrichtabfuhr,D,5
2021-02-05,Fr,Kehrichtabfuhr,D,5
2021-02-09,Di,Kehrichtabfuhr,D,2
2021-02-16,Di,Kehrichtabfuhr,D,2
2021-02-19,Fr,Kehrichtabfuhr,D,5
2021-02-23,Di,Kehrichtabfuhr,D,2
2021-02-26,Fr,Kehrichtabfuhr,D,5
2021-03-05,Fr,Kehrichtabfuhr,D,5
2021-03-09,Di,Kehrichtabfuhr,D,2
2021-03-16,Di,Kehrichtabfuhr,D,2
2021-03-19,Fr,Kehrichtabfuhr,D,5
2021-03-26,Fr,Kehrichtabfuhr,D,5
2021-04-09,Fr,Kehrichtabfuhr,D,5
2021-04-20,Di,Kehrichtabfuhr,D,2
2021-04-23,Fr,Kehrichtabfuhr,D,5
2021-04-27,Di,Kehrichtabfuhr,D,2
2021-05-04,Di,Kehrichtabfuhr,D,2
2021-05-21,Fr,Kehrichtabfuhr,D,5
2021-05-25,Di,Kehrichtabfuhr,D,2
2021-06-04,Fr,Kehrichtabfuhr,D,5
2021-06-15,Di,Kehrichtabfuhr,D,2
2021-06-22,Di,Kehrichtabfuhr,D,2
2021-07-27,Di,Kehrichtabfuhr,D,2
2021-08-03,Di,Kehrichtabfuhr,D,2
2021-08-17,Di,Kehrichtabfuhr,D,2
2021-08-20,Fr,Kehrichtabfuhr,D,5
2021-08-27,Fr,Kehrichtabfuhr,D,5
2021-08-31,Di,Kehrichtabfuhr,D,2
2021-09-03,Fr,Kehrichtabfuhr,D,5
2021-09-21,Di,Kehrichtabfuhr,D,2
2021-09-24,Fr,Kehrichtabfuhr,D,5
2021-10-05,Di,Kehrichtabfuhr,D,2
2021-10-12,Di,Kehrichtabfuhr,D,2
2021-10-15,Fr,Kehrichtabfuhr,D,5
2021-10-19,Di,Kehrichtabfuhr,D,2
2021-11-12,Fr,Kehrichtabfuhr,D,5
2021-11-16,Di,Kehrichtabfuhr,D,2
2021-11-26,Fr,Kehrichtabfuhr,D,5
2021-11-30,Di,Kehrichtabfuhr,D,2
2021-12-21,Di,Kehrichtabfuhr,D,2
2021-01-12,Di,Kehrichtabfuhr,E,2
2021-01-19,Di,Kehrichtabfuhr,E,2
2021-01-22,Fr,Kehrichtabfuhr,E,5
2021-02-02,Di,Kehrichtabfuhr,E,2
2021-02-23,Di,Kehrichtabfuhr,E,2
2021-03-09,Di,Kehrichtabfuhr,E,2
2021-03-16,Di,Kehrichtabfuhr,E,2
2021-03-30,Di,Kehrichtabfuhr,E,2
2021-04-27,Di,Kehrichtabfuhr,E,2
2021-05-25,Di,Kehrichtabfuhr,E,2
2021-05-28,Fr,Kehrichtabfuhr,E,5
2021-06-08,Di,Kehrichtabfuhr,E,2
2021-06-18,Fr,Kehrichtabfuhr,E,5
2021-07-06,Di,Kehrichtabfuhr,E,2
2021-07-20,Di,Kehrichtabfuhr,E,2
2021-07-23,Fr,Kehrichtabfuhr,E,5
2021-08-27,Fr,Kehrichtabfuhr,E,5
2021-08-31,Di,Kehrichtabfuhr,E,2
2021-09-17,Fr,Kehrichtabfuhr,E,5
2021-09-21,Di,Kehrichtabfuhr,E,2
2021-10-01,Fr,Kehrichtabfuhr,E,5
2021-10-08,Fr,Kehrichtabfuhr,E,5
2021-10-15,Fr,Kehrichtabfuhr,E,5
2021-10-29,Fr,Kehrichtabfuhr,E,5
2021-11-02,Di,Kehrichtabfuhr,E,2
2021-11-16,Di,Kehrichtabfuhr,E,2
2021-12-03,Fr,Kehrichtabfuhr,E,5
2021-01-07,Do,Kehrichtabfuhr,F,4
2021-01-21,Do,Kehrichtabfuhr,F,4
2021-01-28,Do,Kehrichtabfuhr,F,4
2021-02-22,Mo,Kehrichtabfuhr,F,1
2021-02-25,Do,Kehrichtabfuhr,F,4
2021-03-22,Mo,Kehrichtabfuhr,F,1
2021-04-08,Do,Kehrichtabfuhr,F,4
2021-04-12,Mo,Kehrichtabfuhr,F,1
2021-04-15,Do,Kehrichtabfuhr,F,4
2021-04-26,Mo,Kehrichtabfuhr,F,1
2021-04-29,Do,Kehrichtabfuhr,F,4
2021-05-06,Do,Kehrichtabfuhr,F,4
2021-05-10,Mo,Kehrichtabfuhr,F,1
2021-05-20,Do,Kehrichtabfuhr,F,4
2021-05-27,Do,Kehrichtabfuhr,F,4
2021-06-10,Do,Kehrichtabfuhr,F,4
2021-06-14,Mo,Kehrichtabfuhr,F,1
2021-06-21,Mo,Kehrichtabfuhr,F,1
2021-07-08,Do,Kehrichtabfuhr,F,4
2021-07-29,Do,Kehrichtabfuhr,F,4
2021-08-12,Do,Kehrichtabfuhr,F,4
2021-08-16,Mo,Kehrichtabfuhr,F,1
2021-08-30,Mo,Kehrichtabfuhr,F,1
2021-09-02,Do,Kehrichtabfuhr,F,4
2021-09-20,Mo,Kehrichtabfuhr,F,1
2021-09-23,Do,Kehrichtabfuhr,F,4
2021-09-27,Mo,Kehrichtabfuhr,F,1
2021-09-30,Do,Kehrichtabfuhr,F,4
2021-10-07,Do,Kehrichtabfuhr,F,4
2021-10-14,Do,Kehrichtabfuhr,F,4
2021-11-01,Mo,Kehrichtabfuhr,F,1
2021-11-11,Do,Kehrichtabfuhr,F,4
2021-11-25,Do,Kehrichtabfuhr,F,4
2021-11-29,Mo,Kehrichtabfuhr,F,1
2021-12-20,Mo,Kehrichtabfuhr,F,1
2021-12-27,Mo,Kehrichtabfuhr,F,1
2021-01-14,Do,Kehrichtabfuhr,G,4
2021-02-11,Do,Kehrichtabfuhr,G,4
2021-03-04,Do,Kehrichtabfuhr,G,4
2021-03-18,Do,Kehrichtabfuhr,G,4
2021-03-25,Do,Kehrichtabfuhr,G,4
2021-03-29,Mo,Kehrichtabfuhr,G,1
2021-04-15,Do,Kehrichtabfuhr,G,4
2021-04-22,Do,Kehrichtabfuhr,G,4
2021-05-06,Do,Kehrichtabfuhr,G,4
2021-05-10,Mo,Kehrichtabfuhr,G,1
2021-05-20,Do,Kehrichtabfuhr,G,4
2021-05-27,Do,Kehrichtabfuhr,G,4
2021-06-03,Do,Kehrichtabfuhr,G,4
2021-06-17,Do,Kehrichtabfuhr,G,4
2021-06-28,Mo,Kehrichtabfuhr,G,1
2021-07-05,Mo,Kehrichtabfuhr,G,1
2021-07-22,Do,Kehrichtabfuhr,G,4
2021-08-05,Do,Kehrichtabfuhr,G,4
2021-08-09,Mo,Kehrichtabfuhr,G,1
2021-08-19,Do,Kehrichtabfuhr,G,4
2021-08-23,Mo,Kehrichtabfuhr,G,1
2021-09-06,Mo,Kehrichtabfuhr,G,1
2021-09-13,Mo,Kehrichtabfuhr,G,1
2021-09-27,Mo,Kehrichtabfuhr,G,1
2021-10-07,Do,Kehrichtabfuhr,G,4
2021-10-11,Mo,Kehrichtabfuhr,G,1
2021-11-11,Do,Kehrichtabfuhr,G,4
2021-11-15,Mo,Kehrichtabfuhr,G,1
2021-11-25,Do,Kehrichtabfuhr,G,4
2021-12-02,Do,Kehrichtabfuhr,G,4
2021-12-06,Mo,Kehrichtabfuhr,G,1
2021-12-16,Do,Kehrichtabfuhr,G,4
2021-12-27,Mo,Kehrichtabfuhr,G,1
2021-01-05,Di,Kehrichtabfuhr,H,2
2021-01-08,Fr,Kehrichtabfuhr,H,5
2021-01-19,Di,Kehrichtabfuhr,H,2
2021-02-12,Fr,Kehrichtabfuhr,H,5
2021-02-23,Di,Kehrichtabfuhr,H,2
2021-03-05,Fr,Kehrichtabfuhr,H,5
2021-03-09,Di,Kehrichtabfuhr,H,2
2021-03-26,Fr,Kehrichtabfuhr,H,5
2021-04-20,Di,Kehrichtabfuhr,H,2
2021-04-30,Fr,Kehrichtabfuhr,H,5
2021-05-21,Fr,Kehrichtabfuhr,H,5
2021-06-01,Di,Kehrichtabfuhr,H,2
2021-07-06,Di,Kehrichtabfuhr,H,2
2021-07-09,Fr,Kehrichtabfuhr,H,5
2021-07-13,Di,Kehrichtabfuhr,H,2
2021-07-20,Di,Kehrichtabfuhr,H,2
2021-08-03,Di,Kehrichtabfuhr,H,2
2021-08-20,Fr,Kehrichtabfuhr,H,5
2021-08-27,Fr,Kehrichtabfuhr,H,5
2021-09-24,Fr,Kehrichtabfuhr,H,5
2021-10-08,Fr,Kehrichtabfuhr,H,5
2021-10-29,Fr,Kehrichtabfuhr,H,5
2021-11-05,Fr,Kehrichtabfuhr,H,5
2021-11-16,Di,Kehrichtabfuhr,H,2
2021-11-19,Fr,Kehrichtabfuhr,H,5
2021-12-03,Fr,Kehrichtabfuhr,H,5
2021-12-28,Di,Kehrichtabfuhr,H,2
2021-02-18,Do,Grünabfuhr,A,4
2021-03-18,Do,Grünabfuhr,A,4
2021-04-15,Do,Grünabfuhr,A,4
2021-04-29,Do,Grünabfuhr,A,4
2021-05-20,Do,Grünabfuhr,A,4
2021-06-10,Do,Grünabfuhr,A,4
2021-07-01,Do,Grünabfuhr,A,4
2021-07-08,Do,Grünabfuhr,A,4
2021-08-05,Do,Grünabfuhr,A,4
2021-08-26,Do,Grünabfuhr,A,4
2021-09-02,Do,Grünabfuhr,A,4
2021-10-07,Do,Grünabfuhr,A,4
2021-10-14,Do,Grünabfuhr,A,4
2021-10-21,Do,Grünabfuhr,A,4
2021-10-28,Do,Grünabfuhr,A,4
2021-11-04,Do,Grünabfuhr,A,4
2021-02-18,Do,Grünabfuhr,B,4
2021-03-25,Do,Grünabfuhr,B,4
2021-04-08,Do,Grünabfuhr,B,4
2021-04-29,Do,Grünabfuhr,B,4
2021-05-06,Do,Grünabfuhr,B,4
2021-05-20,Do,Grünabfuhr,B,4
2021-06-10,Do,Grünabfuhr,B,4
2021-06-24,Do,Grünabfuhr,B,4
2021-07-01,Do,Grünabfuhr,B,4
2021-07-22,Do,Grünabfuhr,B,4
2021-08-26,Do,Grünabfuhr,B,4
2021-09-02,Do,Grünabfuhr,B,4
2021-09-09,Do,Grünabfuhr,B,4
2021-09-16,Do,Grünabfuhr,B,4
2021-09-23,Do,Grünabfuhr,B,4
2021-09-30,Do,Grünabfuhr,B,4
2021-10-07,Do,Grünabfuhr,B,4
2021-11-04,Do,Grünabfuhr,B,4
2021-11-11,Do,Grünabfuhr,B,4
2021-11-18,Do,Grünabfuhr,B,4
2021-11-25,Do,Grünabfuhr,B,4
2021-02-05,Fr,Grünabfuhr,C,5
2021-03-05,Fr,Grünabfuhr,C,5
2021-03-19,Fr,Grünabfuhr,C,5
2021-04-30,Fr,Grünabfuhr,C,5
2021-06-18,Fr,Grünabfuhr,C,5
2021-07-09,Fr,Grünabfuhr,C,5
2021-08-13,Fr,Grünabfuhr,C,5
2021-10-15,Fr,Grünabfuhr,C,5
2021-11-05,Fr,Grünabfuhr,C,5
2021-11-12,Fr,Grünabfuhr,C,5
2021-11-19,Fr,Grünabfuhr,C,5
2021-12-10,Fr,Grünabfuhr,C,5
2021-03-11,Do,Grünabfuhr,D,4
2021-03-25,Do,Grünabfuhr,D,4
2021-07-01,Do,Grünabfuhr,D,4
2021-07-15,Do,Grünabfuhr,D,4
2021-08-19,Do,Grünabfuhr,D,4
2021-09-02,Do,Grünabfuhr,D,4
2021-09-23,Do,Grünabfuhr,D,4
2021-09-30,Do,Grünabfuhr,D,4
2021-10-14,Do,Grünabfuhr,D,4
2021-10-21,Do,Grünabfuhr,D,4
2021-10-28,Do,Grünabfuhr,D,4
2021-03-04,Do,Grünabfuhr,E,4
2021-05-20,Do,Grünabfuhr,E,4
2021-05-27,Do,Grünabfuhr,E,4
2021-06-24,Do,Grünabfuhr,E,4
2021-07-08,Do,Grünabfuhr,E,4
2021-07-22,Do,Grünabfuhr,E,4
2021-07-29,Do,Grünabfuhr,E,4
2021-08-12,Do,Grünabfuhr,E,4
2021-09-02,Do,Grünabfuhr,E,4
2021-09-09,Do,Grünabfuhr,E,4
2021-10-21,Do,Grünabfuhr,E,4
2021-10-28,Do,Grünabfuhr,E,4
2021-02-02,Di,Grünabfuhr,F,2
2021-03-16,Di,Grünabfuhr,F,2
2021-04-27,Di,Grünabfuhr,F,2
2021-05-18,Di,Grünabfuhr,F,2
2021-07-06,Di,Grünabfuhr,F,2
2021-07-13,Di,Grünabfuhr,F,2
2021-08-03,Di,Grünabfuhr,F,2
2021-08-24,Di,Grünabfuhr,F,2
2021-10-05,Di,Grünabfuhr,F,2
2021-10-12,Di,Grünabfuhr,F,2
2021-11-02,Di,Grünabfuhr,F,2
2021-11-09,Di,Grünabfuhr,F,2
2021-12-07,Di,Grünabfuhr,F,2
2021-12-21,Di,Grünabfuhr,F,2
2021-01-08,Fr,Grünabfuhr,G,5
2021-02-05,Fr,Grünabfuhr,G,5
2021-04-09,Fr,Grünabfuhr,G,5
2021-05-07,Fr,Grünabfuhr,G,5
2021-06-25,Fr,Grünabfuhr,G,5
2021-07-09,Fr,Grünabfuhr,G,5
2021-07-23,Fr,Grünabfuhr,G,5
2021-08-06,Fr,Grünabfuhr,G,5
2021-08-13,Fr,Grünabfuhr,G,5
2021-09-17,Fr,Grünabfuhr,G,5
2021-10-22,Fr,Grünabfuhr,G,5
2021-11-12,Fr,Grünabfuhr,G,5
2021-11-19,Fr,Grünabfuhr,G,5
2021-11-26,Fr,Grünabfuhr,G,5
2021-12-10,Fr,Grünabfuhr,G,5
2021-12-24,Fr,Grünabfuhr,G,5
2021-01-18,Mo,Grünabfuhr,H,1
2021-02-01,Mo,Grünabfuhr,H,1
2021-03-22,Mo,Grünabfuhr,H,1
2021-04-26,Mo,Grünabfuhr,H,1
2021-05-31,Mo,Grünabfuhr,H,1
2021-06-28,Mo,Grünabfuhr,H,1
2021-08-02,Mo,Grünabfuhr,H,1
2021-08-30,Mo,Grünabfuhr,H,1
2021-10-04,Mo,Grünabfuhr,H,1
2021-10-11,Mo,Grünabfuhr,H,1
2021-10-18,Mo,Grünabfuhr,H,1
2021-10-25,Mo,Grünabfuhr,H,1
2021-11-01,Mo,Grünabfuhr,H,1
2021-10-20,Mi,Metallabfuhr,A,3
2021-05-19,Mi,Metallabfuhr,B,3
2021-12-28,Di,Metallabfuhr,B,2
2021-11-03,Mi,Metallabfuhr,C,3
2021-06-16,Mi,Metallabfuhr,D,3
2021-04-07,Mi,Metallabfuhr,E,3
2021-07-28,Mi,Metallabfuhr,E,3
2021-11-17,Mi,Metallabfuhr,E,3
2021-12-16,Do,Metallabfuhr,E,4
2021-02-26,Fr,Metallabfuhr,F,5
2021-09-22,Mi,Metallabfuhr,F,3
2021-01-15,Fr,Metallabfuhr,G,5
2021-04-21,Mi,Metallabfuhr,G,3
2021-08-11,Mi,Metallabfuhr,G,3
2021-02-22,Mo,Metallabfuhr,H,1
2021-01-06,Mi,Grobsperrgut,A,3
2021-02-17,Mi,Grobsperrgut,A,3
2021-03-31,Mi,Grobsperrgut,A,3
2021-06-23,Mi,Grobsperrgut,A,3
2021-07-21,Mi,Grobsperrgut,A,3
2021-08-18,Mi,Grobsperrgut,A,3
2021-05-26,Mi,Grobsperrgut,B,3
2021-06-23,Mi,Grobsperrgut,B,3
2021-09-15,Mi,Grobsperrgut,B,3
2021-01-13,Mi,Grobsperrgut,C,3
2021-06-23,Mi,Grobsperrgut,C,3
2021-08-18,Mi,Grobsperrgut,C,3
2021-09-15,Mi,Grobsperrgut,C,3
2021-02-10,Mi,Grobsperrgut,D,3
2021-06-23,Mi,Grobsperrgut,D,3
2021-12-08,Mi,Grobsperrgut,D,3
2021-01-27,Mi,Grobsperrgut,E,3
2021-02-24,Mi,Grobsperrgut,E,3
2021-05-12,Mi,Grobsperrgut,E,3
2021-12-22,Mi,Grobsperrgut,E,3
2021-01-27,Mi,Grobsperrgut,F,3
2021-03-17,Mi,Grobsperrgut,F,3
2021-05-12,Mi,Grobsperrgut,F,3
2021-10-27,Mi,Grobsperrgut,F,3
2021-11-24,Mi,Grobsperrgut,F,3
2021-03-17,Mi,Grobsperrgut,G,3
2021-05-12,Mi,Grobsperrgut,G,3
2021-07-07,Mi,Grobsperrgut,G,3
2021-12-01,Mi,Grobsperrgut,G,3
2021-12-15,Mi,Grobsperrgut,G,3
2021-01-06,Mi,Grobsperrgut,H,3
2021-02-03,Mi,Grobsperrgut,H,3
2021-02-17,Mi,Grobsperrgut,H,3
2021-05-12,Mi,Grobsperrgut,H,3
2021-08-04,Mi,Grobsperrgut,H,3
2021-09-29,Mi,Grobsperrgut,H,3
2021-10-27,Mi,Grobsperrgut,H,3
2021-12-01,Mi,Grobsperrgut,H,3
2021-02-10,Mi,Papierabfuhr,A,3
2021-03-17,Mi,Papierabfuhr,A,3
2021-04-14,Mi,Papierabfuhr,A,3
2021-08-04,Mi,Papierabfuhr,A,3
2021-10-27,Mi,Papierabfuhr,A,3
2021-11-24,Mi,Papierabfuhr,A,3
2021-01-13,Mi,Papierabfuhr,B,3
2021-08-04,Mi,Papierabfuhr,B,3
2021-11-24,Mi,Papierabfuhr,B,3
2021-03-10,Mi,Papierabfuhr,C,3
2021-06-30,Mi,Papierabfuhr,C,3
2021-09-22,Mi,Papierabfuhr,C,3
2021-10-20,Mi,Papierabfuhr,C,3
2021-12-15,Mi,Papierabfuhr,C,3
2021-03-10,Mi,Papierabfuhr,D,3
2021-06-30,Mi,Papierabfuhr,D,3
2021-08-25,Mi,Papierabfuhr,D,3
2021-09-22,Mi,Papierabfuhr,D,3
2021-10-20,Mi,Papierabfuhr,D,3
2021-12-15,Mi,Papierabfuhr,D,3
2021-01-20,Mi,Papierabfuhr,E,3
2021-03-24,Mi,Papierabfuhr,E,3
2021-08-11,Mi,Papierabfuhr,E,3
2021-10-06,Mi,Papierabfuhr,E,3
2021-06-16,Mi,Papierabfuhr,F,3
2021-08-11,Mi,Papierabfuhr,F,3
2021-11-03,Mi,Papierabfuhr,F,3
2021-08-18,Mi,Papierabfuhr,G,3
2021-03-31,Mi,Papierabfuhr,H,3
2021-07-21,Mi,Papierabfuhr,H,3
2021-01-28,Do,Unbrennbares,A,4
2021-05-10,Mo,Unbrennbares,A,1
2021-08-16,Mo,Unbrennbares,A,1
2021-04-27,Di,Unbrennbares,B,2
2021-06-08,Di,Unbrennbares,B,2
2021-08-03,Di,Unbrennbares,C,2
2021-12-07,Di,Unbrennbares,C,2
2021-04-14,Mi,Unbrennbares,D,3
2021-11-29,Mo,Unbrennbares,D,1
2021-03-29,Mo,Unbrennbares,E,1
2021-10-04,Mo,Unbrennbares,E,1
2021-11-08,Mo,Unbrennbares,E,1
2021-02-23,Di,Unbrennbares,F,2
2021-04-23,Fr,Unbrennbares,F,5
2021-06-25,Fr,Unbrennbares,F,5
2021-02-02,Di,Unbrennbares,G,2
2021-04-06,Di,Unbrennbares,G,2
2021-06-01,Di,Unbrennbares,G,2
2021-10-26,Di,Unbrennbares,G,2
2021-12-28,Di,Unbrennbares,G,2
2021-07-01,Do,Unbrennbares,H,4
2021-10-07,Do,Unbrennbares,H,4
2021-11-25,Do,Unbrennbares,H,4
2021-06-14,Mo,Häckseldienst,A,1
2021-09-06,Mo,Häckseldienst,A,1
2021-09-06,Mo,Häckseldienst,B,1
2021-09-06,Mo,Häckseldienst,C,1
2021-06-14,Mo,Häckseldienst,D,1
2021-02-17,Mi,Häckseldienst,F,3
2021-06-16,Mi,Häckseldienst,F,3
2021-02-16,Di,Häckseldienst,G,2
2021-09-07,Di,Häckseldienst,G,2
2021-02-16,Di,Häckseldienst,H,2
2021-04-13,Di,Häckseldienst,H,2
2020-05-27,Mi,Grobsperrgut,E,3
2020-07-22,Mi,Grobsperrgut,E,3
2020-10-14,Mi,Grobsperrgut,E,3
2020-12-30,Mi,Grobsperrgut,E,3
2020-08-19,Mi,Grobsperrgut,F,3
2020-12-16,Mi,Grobsperrgut,F,3
2020-01-15,Mi,Grobsperrgut,G,3
2020-04-29,Mi,Grobsperrgut,G,3
2020-11-25,Mi,Grobsperrgut,G,3
2020-12-09,Mi,Grobsperrgut,G,3
2020-06-10,Mi,Grobsperrgut,H,3
2020-09-16,Mi,Grobsperrgut,H,3
2020-11-18,Mi,Grobsperrgut,H,3
2020-11-25,Mi,Grobsperrgut,H,3
2020-01-16,Do,Grünabfuhr,A,4
2020-02-27,Do,Grünabfuhr,A,4
2020-04-16,Do,Grünabfuhr,A,4
2020-06-18,Do,Grünabfuhr,A,4
2020-06-25,Do,Grünabfuhr,A,4
2020-07-09,Do,Grünabfuhr,A,4
2020-07-16,Do,Grünabfuhr,A,4
2020-07-23,Do,Grünabfuhr,A,4
2020-07-30,Do,Grünabfuhr,A,4
2020-08-13,Do,Grünabfuhr,A,4
2020-08-20,Do,Grünabfuhr,A,4
2020-09-10,Do,Grünabfuhr,A,4
2020-10-01,Do,Grünabfuhr,A,4
2020-10-15,Do,Grünabfuhr,A,4
2020-10-22,Do,Grünabfuhr,A,4
2020-10-29,Do,Grünabfuhr,A,4
2020-11-05,Do,Grünabfuhr,A,4
2020-01-03,Fr,Grünabfuhr,B,5
2020-02-14,Fr,Grünabfuhr,B,5
2020-03-27,Fr,Grünabfuhr,B,5
2020-07-31,Fr,Grünabfuhr,B,5
2020-08-21,Fr,Grünabfuhr,B,5
2020-08-28,Fr,Grünabfuhr,B,5
2020-09-11,Fr,Grünabfuhr,B,5
2020-09-25,Fr,Grünabfuhr,B,5
2020-10-02,Fr,Grünabfuhr,B,5
2020-10-23,Fr,Grünabfuhr,B,5
2020-11-06,Fr,Grünabfuhr,B,5
2020-11-20,Fr,Grünabfuhr,B,5
2020-02-28,Fr,Grünabfuhr,C,5
2020-05-08,Fr,Grünabfuhr,C,5
2020-05-15,Fr,Grünabfuhr,C,5
2020-05-29,Fr,Grünabfuhr,C,5
2020-06-05,Fr,Grünabfuhr,C,5
2020-07-24,Fr,Grünabfuhr,C,5
2020-09-18,Fr,Grünabfuhr,C,5
2020-10-23,Fr,Grünabfuhr,C,5
2020-10-30,Fr,Grünabfuhr,C,5
2020-12-11,Fr,Grünabfuhr,C,5
2020-01-02,Do,Grünabfuhr,D,4
2020-01-16,Do,Grünabfuhr,D,4
2020-02-27,Do,Grünabfuhr,D,4
2020-03-12,Do,Grünabfuhr,D,4
2020-04-02,Do,Grünabfuhr,D,4
2020-04-23,Do,Grünabfuhr,D,4
2020-04-30,Do,Grünabfuhr,D,4
2020-06-04,Do,Grünabfuhr,D,4
2020-06-18,Do,Grünabfuhr,D,4
2020-06-25,Do,Grünabfuhr,D,4
2020-07-09,Do,Grünabfuhr,D,4
2020-08-13,Do,Grünabfuhr,D,4
2020-10-01,Do,Grünabfuhr,D,4
2020-10-29,Do,Grünabfuhr,D,4
2020-11-05,Do,Grünabfuhr,D,4
2020-11-12,Do,Grünabfuhr,D,4
2020-01-16,Do,Grünabfuhr,E,4
2020-02-27,Do,Grünabfuhr,E,4
2020-04-02,Do,Grünabfuhr,E,4
2020-04-09,Do,Grünabfuhr,E,4
2020-05-14,Do,Grünabfuhr,E,4
2020-06-04,Do,Grünabfuhr,E,4
2020-06-25,Do,Grünabfuhr,E,4
2020-07-02,Do,Grünabfuhr,E,4
2020-07-23,Do,Grünabfuhr,E,4
2020-08-13,Do,Grünabfuhr,E,4
2020-08-20,Do,Grünabfuhr,E,4
2020-09-10,Do,Grünabfuhr,E,4
2020-09-17,Do,Grünabfuhr,E,4
2020-10-15,Do,Grünabfuhr,E,4
2020-10-22,Do,Grünabfuhr,E,4
2020-10-29,Do,Grünabfuhr,E,4
2020-11-26,Do,Grünabfuhr,E,4
2020-12-10,Do,Grünabfuhr,E,4
2020-12-24,Do,Grünabfuhr,E,4
2020-01-14,Di,Grünabfuhr,F,2
2020-03-24,Di,Grünabfuhr,F,2
2020-03-31,Di,Grünabfuhr,F,2
2020-04-28,Di,Grünabfuhr,F,2
2020-05-05,Di,Grünabfuhr,F,2
2020-06-30,Di,Grünabfuhr,F,2
2020-07-07,Di,Grünabfuhr,F,2
2020-07-21,Di,Grünabfuhr,F,2
2020-08-11,Di,Grünabfuhr,F,2
2020-08-25,Di,Grünabfuhr,F,2
2020-09-08,Di,Grünabfuhr,F,2
2020-10-13,Di,Grünabfuhr,F,2
2020-11-03,Di,Grünabfuhr,F,2
2020-11-10,Di,Grünabfuhr,F,2
2020-01-17,Fr,Grünabfuhr,G,5
2020-05-08,Fr,Grünabfuhr,G,5
2020-05-15,Fr,Grünabfuhr,G,5
2020-05-22,Fr,Grünabfuhr,G,5
2020-06-05,Fr,Grünabfuhr,G,5
2020-06-12,Fr,Grünabfuhr,G,5
2020-06-19,Fr,Grünabfuhr,G,5
2020-08-07,Fr,Grünabfuhr,G,5
2020-09-04,Fr,Grünabfuhr,G,5
2020-09-11,Fr,Grünabfuhr,G,5
2020-09-25,Fr,Grünabfuhr,G,5
2020-10-23,Fr,Grünabfuhr,G,5
2020-11-13,Fr,Grünabfuhr,G,5
2020-01-13,Mo,Grünabfuhr,H,1
2020-01-27,Mo,Grünabfuhr,H,1
2020-02-10,Mo,Grünabfuhr,H,1
2020-03-09,Mo,Grünabfuhr,H,1
2020-03-30,Mo,Grünabfuhr,H,1
2020-05-25,Mo,Grünabfuhr,H,1
2020-07-20,Mo,Grünabfuhr,H,1
2020-08-10,Mo,Grünabfuhr,H,1
2020-10-19,Mo,Grünabfuhr,H,1
2020-11-09,Mo,Grünabfuhr,H,1
2020-01-10,Fr,Kehrichtabfuhr,A,5
2020-01-24,Fr,Kehrichtabfuhr,A,5
2020-02-07,Fr,Kehrichtabfuhr,A,5
2020-02-14,Fr,Kehrichtabfuhr,A,5
2020-02-18,Di,Kehrichtabfuhr,A,2
2020-03-20,Fr,Kehrichtabfuhr,A,5
2020-03-24,Di,Kehrichtabfuhr,A,2
2020-03-27,Fr,Kehrichtabfuhr,A,5
2020-04-07,Di,Kehrichtabfuhr,A,2
2020-04-14,Di,Kehrichtabfuhr,A,2
2020-04-17,Fr,Kehrichtabfuhr,A,5
2020-04-24,Fr,Kehrichtabfuhr,A,5
2020-05-05,Di,Kehrichtabfuhr,A,2
2020-05-22,Fr,Kehrichtabfuhr,A,5
2020-05-26,Di,Kehrichtabfuhr,A,2
2020-07-10,Fr,Kehrichtabfuhr,A,5
2020-08-04,Di,Kehrichtabfuhr,A,2
2020-08-11,Di,Kehrichtabfuhr,A,2
2020-08-14,Fr,Kehrichtabfuhr,A,5
2020-08-18,Di,Kehrichtabfuhr,A,2
2020-08-28,Fr,Kehrichtabfuhr,A,5
2020-09-04,Fr,Kehrichtabfuhr,A,5
2020-09-08,Di,Kehrichtabfuhr,A,2
2020-09-15,Di,Kehrichtabfuhr,A,2
2020-09-18,Fr,Kehrichtabfuhr,A,5
2020-10-23,Fr,Kehrichtabfuhr,A,5
2020-11-17,Di,Kehrichtabfuhr,A,2
2020-11-24,Di,Kehrichtabfuhr,A,2
2020-11-27,Fr,Kehrichtabfuhr,A,5
